PLZ;Ort;Entstehungsjahr;Lat;Lon
9210;Pörtschach am Wörther See;01.01.1966;46.6368884278776;14.1437714236312
9100;Völkermarkt;01.01.1966;46.637048;14.667532
9523;Villach-Landskron;01.01.1966;46.6370974136841;13.9018783612624
9634;Gundersheim;01.01.1966;46.6474373;13.12009105
9633;Reisach;01.01.1966;46.649379375;13.153262425
9473;Lavamünd;01.01.1966;46.649519446353;14.9570609154623
9231;Köstenberg;01.01.1966;46.6504282500197;14.0155847190609
9062;Moosburg;01.01.1966;46.6553353923738;14.1752707052775
9635;Dellach;01.01.1966;46.6627796407615;13.0722245651609
9113;Ruden;01.01.1966;46.6631815868217;14.787269089069
9521;Treffen;01.01.1966;46.6653656999005;13.8682159655384
9722;Gummern;01.01.1966;46.6656793;13.731077607923
8463;Leutschach;01.01.1966;46.6683645188162;15.4806133176149
9061;Klagenfurt-Wölfnitz;01.01.1966;46.6694362954931;14.2787216888157
9640;Kötschach-Mauthen;01.01.1966;46.6709184253313;12.9860015096254
9472;Ettendorf;01.01.1966;46.6722379;14.9489267
9520;Sattendorf;01.01.1966;46.6736628088717;13.9121512885935
8554;Soboth;01.01.1966;46.6745284475986;15.0774635456214
9570;Ossiach;01.01.1966;46.6750360723588;13.9865549069831
8454;Arnfels;01.01.1966;46.6768774405854;15.4012755148052
9130;Poggersdorf;01.01.2007;46.6792206921924;14.4601009011593
9541;Einöde;01.01.1966;46.6800380085106;13.8259987531915
8455;Oberhaag;01.01.1966;46.6820579481247;15.338280016005
8552;Eibiswald;01.01.1966;46.6830638334397;15.2448835998957
9651;St. Jakob im Lesachtal;01.01.1966;46.683133208206;12.9309311490698
9652;Birnbaum;01.01.1966;46.6835186469873;12.8861766010213
9551;Bodensdorf;01.01.1966;46.6852123044458;13.9739581522474
9622;Weißbriach;01.01.1966;46.6868604534167;13.2501465872718
9721;Weißenstein;01.01.1966;46.6880006;13.704801962046
9064;Pischeldorf;01.01.1966;46.6891591;14.4156832035125
9710;Feistritz an der Drau;01.01.1966;46.6910937;13.6574214059285
9111;Haimburg;01.01.1966;46.6911447958364;14.6787735130235
9653;Liesing;01.01.1966;46.692154022568;12.8196527921052
9063;Maria Saal;01.01.1966;46.6927674479984;14.3314983963051
8490;Bad Radkersburg;01.01.1966;46.6959220556335;15.9760376092458
9552;Steindorf am Ossiacher See;01.01.1966;46.6970309911461;13.9983611613011
9470;St. Paul;01.01.1966;46.698242724713;14.8627712907961
8553;St. Oswald ob Eibiswald;01.01.1966;46.6988181870023;15.1401901902
9654;St. Lorenzen im Lesachtal;01.01.1966;46.7021422111874;12.7829035158102
9655;Maria Luggau;01.01.1966;46.7037858787776;12.7394172702561
9943;Untertilliach;01.01.2009;46.7042176843041;12.6814735469153
9112;Griffen;01.01.1966;46.7049836179137;14.7275749898071
8461;Ehrenhausen;01.01.1966;46.7067061842249;15.5779715852327
8480;Mureck;01.01.1966;46.7079699056067;15.7706849915992
8453;St. Johann im Saggautal;01.01.1966;46.7091692972196;15.3990046534226
9942;Obertilliach;01.01.1966;46.7093353888765;12.615092369383
9102;Mittertrixen;01.01.1966;46.7098341958884;14.581943606858
9762;Weißensee;01.01.1966;46.715484318072;13.2966537748437
8473;Weitersfeld an der Mur;01.01.1966;46.7160397964531;15.6956492250275
9711;Paternion;01.01.1966;46.71769825;13.6270902631217
9555;Glanegg;01.01.1966;46.7182606451117;14.2107966483703
8551;Wies;01.01.1966;46.7182656134322;15.2139650506727
9560;Feldkirchen in Kärnten;01.01.1966;46.7188122129754;14.0871295009814
9714;Stockenboi;01.01.1966;46.7191326989293;13.514663693799
9712;Fresach;01.01.1966;46.7191618992342;13.6923423601161
8462;Gamlitz;01.01.1966;46.7221933;15.5658378
9423;St. Georgen;01.01.1966;46.7235196036902;14.9199219694185
9542;Afritz;01.01.1966;46.7240756509385;13.7964965699646
8471;Spielfeld;01.01.1966;46.724734683837;15.5891135152423
8492;Halbenrain;01.01.1966;46.7248450205452;15.9474587899037
8544;Pölfing-Brunn;01.01.1966;46.7255106028833;15.2977083547877
9713;Zlan;01.01.1966;46.7274948;13.5964786330306
9941;Kartitsch;01.01.1966;46.7279520091027;12.4932328129374
8472;Straß in Steiermark;01.01.1966;46.7301172010437;15.6201354755723
9543;Arriach;01.01.1966;46.7334111139587;13.8667761493826
9422;Maria Rojach;01.01.1966;46.7345285644537;14.8835083955823
8484;Unterpurkla;01.01.1966;46.7368361160103;15.9000373994976
9702;Ferndorf;01.01.1966;46.73685885;13.6264705208118
8452;Großklein;01.01.1966;46.739561002626;15.4303170513137
8423;St. Veit am Vogau;01.01.1966;46.7402601264879;15.6488335083851
8443;Gleinstätten;01.01.1966;46.7434781822498;15.3696262346137
9371;Brückl;01.01.1966;46.7439415960461;14.5271055464803
9103;Diex;01.01.1966;46.7457168274505;14.632169004413
9772;Dellach;01.01.1966;46.7464468824772;13.0792849572388
9771;Berg im Drautal;01.01.1966;46.7465546683067;13.1373770487654
9920;Sillian;01.01.1966;46.747496586352;12.4134172648617
9781;Oberdrauburg;01.01.1966;46.7487699652476;12.9667480986395
9562;Himmelberg;01.01.1966;46.7488771451317;14.0388573452556
9919;Heinfels;01.01.2011;46.7499838756912;12.4466182995806
8483;Deutsch Goritz;01.01.1966;46.7517734275673;15.8302789751996
9918;Strassen;01.04.2011;46.7521077241593;12.4907099784335
9554;St. Urban;01.07.2007;46.7527781346423;14.1667654127066
8541;Schwanberg;01.01.1966;46.7530777964296;15.2140944494851
8543;St. Martin im Sulmtal;01.01.1966;46.75636881993;15.2930418637659
8481;Weinburg am Saßbach;01.01.1966;46.7574346529354;15.7136529451138
9913;Abfaltersbach;01.01.1966;46.7575887922296;12.522431514965
8451;Heimschuh;01.01.1966;46.7576463053785;15.5042856840099
9556;Liebenfels;01.01.1966;46.7588175233834;14.256013364447
8542;St. Peter im Sulmtal;01.01.1966;46.7592497845127;15.2521237133087
9773;Irschen;01.01.1966;46.7615765179461;13.0227689155698
9761;Greifenburg;01.01.1966;46.7616112882692;13.1712179778768
8430;Leibnitz;01.01.1966;46.76385315;15.5774974462665
9754;Steinfeld;01.01.1966;46.7640634448578;13.2321506650121
8441;Fresing;01.01.1966;46.7641267284345;15.4358961946335
9300;St. Veit an der Glan;01.01.1966;46.7642709434155;14.3656236423143
9302;St. Veit an der Glan;01.01.1966;46.7649873;14.3710194
8435;Wagna;01.01.1966;46.768228684257;15.5620058911392
9912;Anras;01.01.1966;46.7703122031015;12.5630988955337
9701;Rothenthurn;01.01.1966;46.7713895821283;13.5728713904186
9544;Feld am See;01.01.1966;46.7759236053196;13.7461315619644
8493;Klöch;01.01.1966;46.7763920738084;15.9738778372124
9313;St. Georgen am Längsee;01.01.1966;46.7780351197537;14.4148282207976
9753;Lind im Drautal;01.01.1966;46.7781450890085;13.3327424608213
9431;St. Stefan;01.01.1966;46.77865065;14.8603896679569
9421;Eitweg;01.01.1966;46.778802;14.8968141483635
9873;Döbriach;01.01.1966;46.7793952343168;13.6489630905975
9104;Pustritz;01.01.1966;46.779839020003;14.713413169047
9908;Amlach;01.09.2012;46.7804526996529;12.7644833532902
9433;St. Andrä;01.01.1966;46.78500985;14.8098466350266
8355;Tieschen;01.01.1966;46.7852498063224;15.9469275213015
9782;Nikolsdorf;01.01.1966;46.7859549319093;12.9075779662986
8444;St. Andrä im Sausal;01.01.1966;46.7861939502756;15.3965309465128
9911;Assling;01.01.1966;46.7864637224942;12.6427964802107
8442;Kitzeck im Sausal;01.01.1966;46.7887756143043;15.4467494764911
9563;Gnesau;01.01.1966;46.7891643638209;13.8941095973565
8424;Gabersdorf;01.01.1966;46.7892890795598;15.5958923358526
9931;Außervillgraten;01.01.1966;46.7903329449998;12.430631802804
9803;Spittal an der Drau;01.01.1966;46.7927496;13.5054356
9805;Baldramsdorf;01.01.1966;46.7949713207997;13.4523772797312
9906;Lavant;01.07.2011;46.7971424136204;12.8437619289533
9800;Spittal an der Drau;01.01.1966;46.7986780631248;13.5009302417885
9802;Spittal an der Drau;01.01.1966;46.7994555341604;13.4928384990544
9872;Millstatt am See;01.01.1966;46.7998668801195;13.605497829051
9314;Launsdorf;01.01.1966;46.800463;14.475946
8093;St. Peter am Ottersbach;01.01.1966;46.8008530768893;15.7584576555316
9372;Eberstein;01.01.1966;46.8032249087966;14.5764549410739
9311;Kraig;01.01.1966;46.8064124073029;14.3707607799259
8431;Gralla;01.01.2011;46.8065733428468;15.5596376538148
9909;Leisach;01.07.2009;46.8067955247906;12.7450169126705
8345;Straden;01.01.1966;46.8072722189045;15.856029331758
8092;Mettersdorf am Saßbach;01.01.1966;46.80870375587;15.7099992303653
9545;Radenthein;01.01.1966;46.80963605;13.7123851882378
9932;Innervillgraten;01.01.1966;46.8097640651002;12.3625344898865
9373;Klein St. Paul;01.01.1966;46.8104232075353;14.5310822695782
8422;St. Nikolai ob Draßling;01.01.1966;46.8153071;15.6624677
9321;Kappel am Krappfeld;01.01.1966;46.8164335990044;14.4701423842961
9564;Patergassen;01.01.1966;46.8174708674872;13.8596958012339
9907;Tristach;01.07.2010;46.8194658905789;12.7892069607996
9871;Seeboden;01.01.1966;46.8201428;13.4981655
9751;Sachsenburg;01.01.1966;46.8203799636002;13.3416096116409
9546;Bad Kleinkirchheim;01.01.1966;46.821346984082;13.786694537602
8523;Frauental an der Laßnitz;01.01.1966;46.8219221;15.2535015666074
9991;Dölsach;01.01.1966;46.8247124348669;12.8386073954826
8522;Groß St. Florian;01.01.1966;46.8251612070643;15.3129878142444
9400;Wolfsberg;01.01.1966;46.8259481083877;14.843014269165
8505;St. Nikolai im Sausal;01.01.1966;46.82618940349;15.4483248144575
9851;Lieserbrücke;01.01.1966;46.83235005;13.4942262519241
9990;Nußdorf-Debant;01.01.1966;46.832985466635;12.8108070853763
9812;Pusarnitz;01.01.1966;46.8333745855549;13.4037206195913
9900;Lienz;01.01.1966;46.8355606;12.7648956
9813;Möllbrücke;01.01.1966;46.8357453222222;13.3695548444444
9411;St. Michael;01.01.1966;46.8362292679593;14.7593303328724
8521;Wettmannstätten;01.01.1966;46.8367295672853;15.378745539301
9992;Iselsberg-Stronach;01.07.2009;46.838044642759;12.8483639956512
9811;Lendorf;01.01.1966;46.83813792707;13.4297107995644
9402;Wolfsberg;01.01.1966;46.8385592;14.8451646
9312;Meiselding;01.01.1966;46.8407201281238;14.3958297710777
9344;Weitensfeld;01.01.1966;46.8415912;14.171317725
9571;Sirnitz;01.01.1966;46.8435739940012;14.0185994698808
9905;Gaimberg;01.10.2009;46.8461327622454;12.781891038713
9903;Oberlienz;01.10.2011;46.8468050219114;12.7269699519132
8403;Lebring;01.01.1966;46.8498868227281;15.5253815986566
8530;Deutschlandsberg;01.01.1966;46.85069125;15.1575998789822
8385;Neuhaus am Klausenbach;01.01.1966;46.8508910384551;16.0213634755513
9814;Mühldorf;01.01.1966;46.8518042113793;13.3473424106826
8091;Jagerberg;01.01.1966;46.8527791553493;15.7461749930605
9904;Thurn;21.09.2008;46.8531439768582;12.7635613567919
8354;St. Anna;01.01.1966;46.8541860532506;15.9653238246651
9413;St. Gertraud;01.01.1966;46.856589;14.8536082
9833;Rangersdorf;01.01.1966;46.8567585181496;12.9644073050435
6458;Vent;01.01.1966;46.8581379009434;10.9067720111878
9572;Deutsch Griffen;01.01.1966;46.8586242475249;14.070816184274
9412;St. Maragrethen;01.01.1966;46.8624013671839;14.7858249975711
8411;Hengsberg;01.01.1966;46.8651897442281;15.4529326434186
9342;Gurk;01.01.1966;46.8653160065;14.2851848204636
8504;Preding;01.01.1966;46.8661727020961;15.3401027349787
9330;Treibach-Althofen;01.01.1966;46.8673904257816;14.4677633999783
9841;Winklern;01.01.1966;46.8700136664746;12.8667387733078
9951;Ainet;01.01.1966;46.8700359516494;12.6864730269407
8524;Bad Gams;01.01.1966;46.8709547105808;15.2216279814106
8343;Trautmannsdorf in Oststeiermark;01.01.1966;46.8713204506977;15.8698317777261
8421;Wolfsberg im Schwarzautal;01.01.1966;46.8718068255877;15.6706248047945
9374;Wieting;01.01.1966;46.8724201107869;14.6128023718979
8413;St. Georgen an der Stiefing;01.01.1966;46.8733454435934;15.5797474369184
8342;Gnas;01.01.1966;46.8743204106238;15.8167128019286
8344;Bad Gleichenberg;01.01.1966;46.8752799014362;15.9118781377771
6456;Obergurgl;01.01.1966;46.876257230137;11.034027162591
9954;Schlaiten;01.10.2007;46.8772394537502;12.6547078082337
9815;Kolbnitz;01.01.1966;46.878146567898;13.3031277468262
8353;Kapfenstein;01.01.1966;46.8812485094322;15.9830583672376
9852;Trebesing;01.01.1966;46.8831867455529;13.4933446507722
8384;Minihof-Liebau;01.01.1966;46.8862663153111;16.082590068947
8510;Stainz;01.01.1966;46.8875522658648;15.2741953865543
8410;Wildon;01.01.1966;46.8877832423703;15.5157719863188
6543;Nauders;01.01.1966;46.8909513982864;10.5025623236755
9346;Glödnitz;01.01.1966;46.8916417931473;14.0958760859516
9832;Stall;01.01.1966;46.891754298813;13.0390251708014
9565;Ebene Reichenau;01.01.1966;46.8949525408618;13.8793714406164
9341;Straßburg;01.01.1966;46.9037811192974;14.3320284239091
9853;Gmünd;01.01.1966;46.904096;13.5302289048193
9334;Guttaring;01.01.1966;46.9064120696956;14.5093731304261
8083;St. Stefan im Rosental;01.01.1966;46.9066608297341;15.7135731794507
9952;St. Johann im Walde;01.01.2010;46.9067005298765;12.6305595766962
8143;Dobl;01.01.1966;46.9098365080274;15.3860497388819
9343;Zweinitz;01.01.1966;46.9122796788258;14.1770365179658
9322;Micheldorf;01.01.1966;46.9141365;14.4282356
8503;St. Josef Weststeiermark;01.01.1966;46.9144617611496;15.3334612971595
8412;Allerheiligen bei Wildon;01.01.1966;46.9166138266915;15.5456683451596
9441;Twimberg;01.01.1966;46.917843536052;14.8444940108614
8383;St. Martin an der Raab;01.01.1966;46.9186565;16.111820957055
9963;St. Jakob in Defereggen;01.01.1966;46.9187283280711;12.3138139836464
9335;Lölling;01.01.1966;46.920327;14.594448
8511;St. Stefan ob Stainz;01.01.1966;46.9205642197555;15.2705483633142
9962;St. Veit;01.01.1966;46.9213456791574;12.4126492765195
8864;Turrach;01.01.1966;46.9213902026263;13.8717655419239
8142;Wundschuh;01.01.1966;46.9218936053843;15.4499072137689
9961;Hopfgarten in Defereggen;01.01.1966;46.9227287651622;12.5158197562255
8402;Werndorf;01.01.1966;46.9268381152328;15.4742598496643
9953;Huben;01.01.1966;46.9311762554326;12.5926526147027
9461;Prebl;01.01.1966;46.9317596023757;14.7915557069259
9821;Obervellach;01.01.1966;46.9317818206042;13.2003030324269
9861;Eisentratten;01.01.1966;46.9320546887532;13.5979473142187
9451;Preitenegg;01.01.1966;46.9349946;14.9239863
8350;Fehring;01.01.1966;46.9363085324025;16.009271692515
8341;Paldau;01.01.1966;46.9382787992444;15.7897405946586
8082;Kirchbach in Steiermark;01.01.1966;46.9409369382804;15.6708688714378
9831;Flattach;01.01.1966;46.941244229946;13.100080366474
8502;Lannach;01.01.1966;46.9428948976252;15.3274939912731
9842;Mörtschach;01.01.1966;46.9437612904385;12.9359816332716
8380;Jennersdorf;01.01.1966;46.9448058880587;16.1382074928036
9375;Hüttenberg;01.01.1966;46.9471290590958;14.5665285223147
8330;Feldbach;01.01.1966;46.9496039580927;15.8919792518774
8072;Fernitz;01.01.1966;46.9534640809216;15.5091889459338
9862;Kremsbrücke;01.01.1966;46.9566817023768;13.6217052708682
8382;Mogersdorf;01.01.1966;46.9594037157233;16.2100308279835
6544;Spiss;01.11.2008;46.9597895359821;10.4326663454105
9360;Friesach;01.01.1966;46.960529710212;14.3963769489442
9854;Malta;01.01.1966;46.9605669843791;13.4948242395808
6450;Sölden;01.01.1966;46.9607903554902;11.006320699563
8334;Lödersdorf;01.01.1966;46.9613301036303;15.9475893643763
6794;Partenen;01.01.1966;46.9642601712362;10.067217633392
8401;Kalsdorf bei Graz;01.01.1966;46.9653892608499;15.4721031388149
6563;Galtür;01.01.1966;46.9682993744546;10.1871561129873
9363;Metnitz;01.01.1966;46.9688792075036;14.1543929591941
8081;Heiligenkreuz am Waasen;01.01.1966;46.9698744028715;15.5922078519573
9843;Großkirchheim;01.01.1966;46.9700078025234;12.8969167650037
9361;St. Salvator;01.01.1966;46.9703309758364;14.3515969227881
8141;Unterpremstätten;01.01.1966;46.9707515710751;15.4169147440095
8352;Unterlamm;01.01.1966;46.9717319130001;16.0525185962903
8501;Lieboch;01.01.1966;46.9717658353023;15.3382108486079
6542;Pfunds;01.01.1966;46.9727561;10.550305
6787;Gargellen;01.01.1966;46.9740760413848;9.92070167582595
8361;Hatzendorf;01.01.1966;46.9754201395908;15.9973427833367
9462;Bad St. Leonhard;01.01.1966;46.9772961;14.7974019672045
8562;Mooskirchen;01.01.1966;46.9822861082759;15.2782061531364
8324;Kirchberg an der Raab;01.01.1966;46.9823779002785;15.7687436714555
9822;Mallnitz;01.01.1966;46.9860863290452;13.1741125789314
6793;Gaschurn;01.01.1966;46.9871479735651;10.0268422232712
8144;Tobelbad;01.01.1966;46.9871874624443;15.3570449627001
6562;Mathon;01.01.1966;46.9877179523452;10.2399894867066
8563;Ligist;01.01.1966;46.9925558259986;15.2140889023801
9981;Kals;01.01.1966;46.9950322158993;12.6382996646115
8332;Edelsbach bei Feldbach;01.01.1966;46.9966909257845;15.8352819558822
9323;Wildbad Einöd;01.01.1966;46.9985917314393;14.3952642602431
7561;Heiligenkreuz im Lafnitztal;01.01.1966;46.9987678542679;16.2360926471462
8333;Riegersburg;01.01.1966;46.9994554496865;15.9269867305762
8565;St. Johann ob Hohenburg;01.01.1966;47.0010247312808;15.234569503227
8561;Söding;01.01.1966;47.0016559785475;15.2816686032777
8583;Edelschrott;01.01.1966;47.001720014068;15.0468421164589
9971;Matrei in Osttirol;01.01.1966;47.0023657239833;12.5361594652641
9972;Virgen;01.01.1966;47.0030209956646;12.4559487492075
9463;Reichenfels;01.01.1966;47.0032564993731;14.7362880574639
7563;Königsdorf;01.01.1966;47.0037849062747;16.1694701971024
8071;Hausmannstätten;01.01.1966;47.0048631904488;15.5106326038997
8282;Loipersdorf bei Fürstenfeld;01.01.1966;47.0066880185196;16.1058432442399
7562;Eltendorf;01.01.1966;47.0074607609344;16.2003319951879
6561;Ischgl;01.01.1966;47.0090839535159;10.295963369088
8073;Feldkirchen bei Graz;01.01.1966;47.010756;15.4433949
8322;Studenzen;01.01.1966;47.0119962269286;15.7688586522512
6791;St. Gallenkirch;01.01.1966;47.0125577405179;9.98443903475963
8077;Gössendorf;01.07.2010;47.0141184;15.47502
6157;Obernberg am Brenner;01.01.2008;47.0146325922802;11.4202457522288
9974;Prägraten;01.01.1966;47.0172187669471;12.3743796718701
6541;Tösens;01.01.1966;47.0173684547149;10.6101554313075
8076;Vasoldsberg;01.06.2013;47.01891465249;15.5487115283256
8564;Krottendorf-Gaisfeld;01.01.1966;47.0196559597459;15.2140889855085
8323;St. Marein;01.01.1966;47.0199991991472;15.673682234756
8054;Graz-Straßgang;01.01.1966;47.0205089446777;15.3995083357494
8055;Graz-Puntigam;01.01.1966;47.021289;15.4376833
8584;Hirschegg;01.01.1966;47.0227110858499;14.9536510308529
7540;Güssing;01.01.1966;47.0262545832207;16.3207638232981
9863;Rennweg;01.01.1966;47.028666111219;13.5966603459191
8041;Graz-Liebenau;01.01.1966;47.0298521;15.4661895
8074;Raaba;01.01.1966;47.030793949425;15.5081728132887
8362;Söchau;01.01.1966;47.0316837401148;16.0161349012479
8822;Mühlen;01.01.1966;47.0318905921661;14.5077440210215
8151;Hitzendorf;01.01.1966;47.0345712333706;15.2984834229476
6524;Feichten im Kaunertal;01.01.1966;47.0367588112602;10.7482107991048
6156;Gries am Brenner;01.01.1966;47.036904488841;11.4771604572365
8313;Breitenfeld an der Rittschein;01.01.1966;47.0380151;15.9994121814683
6534;Serfaus;01.01.1966;47.0386906338836;10.6055106772884
7522;Strem;01.01.1966;47.0387560834837;16.4174237482189
8312;Ottendorf;01.01.1966;47.0390673791025;15.8990378431227
9844;Heiligenblut;01.01.1966;47.0397594031364;12.8382194744711
6444;Längenfeld;01.01.1966;47.0404637;10.9740354
8321;St. Margarethen an der Raab;01.01.1966;47.04364245;15.745896692636
8570;Voitsberg;01.01.1966;47.046121;15.1756420457505
8582;Rosental an der Kainach;01.01.1966;47.04637715;15.1095307471952
8075;Hart bei Graz;01.01.1966;47.0471643701639;15.5235483315333
8053;Graz-Neuhart;01.01.1966;47.0471974922519;15.4092602688414
8020;Graz;01.01.1966;47.0502479;15.4356104
7571;Rudersdorf;01.01.1966;47.0510689;16.1207157793179
5592;Thomatal;01.01.2006;47.052152883552;13.7385584148298
6531;Ried im Oberinntal;01.01.1966;47.0530483541391;10.6513191167992
6528;Fendels;01.12.2008;47.0540303659676;10.6771408705043
8311;Markt Hartmannsdorf;01.01.1966;47.05419345;15.8309360443045
8863;Predlitz;01.01.1966;47.055236844728;13.9074029643178
6533;Fiss;01.01.1966;47.0554714074617;10.6197204285764
8302;Nestelbach bei Graz;01.01.1966;47.0562907311614;15.5920937721461
8052;Graz-Wetzelsdorf;01.01.1966;47.0565643119775;15.3892714293254
6481;St. Leonhard im Pitztal;01.01.1966;47.0585263102751;10.8401692110513
8017;Graz;01.01.1966;47.0600349;15.4512718
8025;Graz;01.01.1966;47.0608119;15.4267858
8018;Graz;01.01.1966;47.061789;15.4424776
8042;Graz-St. Peter;01.01.1966;47.0626429;15.4843065
8011;Graz Postfach;01.01.1966;47.0632267386133;15.4424935749211
8591;Maria Lankowitz;01.01.1966;47.06335825;15.0641532647203
8152;Stallhofen;01.01.1966;47.0636497916177;15.20959850196
6774;Tschagguns;01.01.1966;47.0636707675108;9.89382529511622
8742;Obdach;01.01.1966;47.0640174419808;14.7045294533102
6555;Kappl;01.01.1966;47.0648892363851;10.3840104028314
8301;Laßnitzhöhe;01.01.1966;47.0657587568538;15.5780834567415
6154;St. Jodok am Brenner;01.01.1966;47.0669145933737;11.5367178103068
7542;Gerersdorf bei Güssing;01.01.1966;47.067626;16.2556448
8016;Graz;01.01.1966;47.0677659;15.4445834
8813;St. Lambrecht;01.01.1966;47.0690938707996;14.2985164788594
8280;Fürstenfeld;01.01.1966;47.06924145;16.0667910998879
8026;Graz;01.01.1966;47.0702973770258;15.4017496851187
8820;Neumarkt in Steiermark;01.01.1966;47.0707505722607;14.4361466455148
8263;Großwilfersdorf;01.01.1966;47.0708859;15.9684740560329
8023;Graz;01.01.1966;47.0712603520794;15.4280230582891
7543;Kukmirn;01.01.1966;47.071615893509;16.1974433485004
8010;Graz;01.01.1966;47.07213787521;15.4531645759067
6532;Ladis;01.06.2008;47.0738734617627;10.6479966356511
5591;Ramingstein;01.01.1966;47.0742329298489;13.8376136518374
8572;Bärnbach;01.01.1966;47.0752376;15.1259712978196
8021;Graz Postfach;01.01.1966;47.0757436;15.40892465
